SNo,Project Name,Scheme Name,PI Details
1958,Analysis of Optical and Radar Remote Sensing Images for Dynamic Earth Process Monitoring (continuation of ITPAR-IV),ITPAR-IV,Avik Bhattacharya
1959,Malaria Evolution in South Asia,"(through NIH, USA) (International Research Consortium)",Swati Arvind Patankar
1960,Adobe Gift Funding: Text analytics for Semi/Unstructured Document,USA-Unrestricted Gift,Ganesh Seshan Ramakrishnan
1961,Chimeric Antigen Receptor CAR-T cells technology for cancer treatment: Development of a pre-clinical grade manufacturing process as per Industry standards,PACE (Promoting Academic Research Conversion to Enterprise),Rahul Kailash Purwar
1962,Insights into genome segregation and translocation in Large eukaryotic DNA viruses,-,Kiran Rajanna Kondabagilu
1963,Velocity Map Imaging of Photodissociation Products of Aromatic Hydrocarbons Containing Methyl Group,-,Naresh Patwari Ganpathi
1964,CFNS-CTARA knowledge partnership,-,Satish B Agnihotri
1965,Fault Tolerant Control System for GAS Turbine Engine,COE-COPT,Arnab Maity
1966,DNA repair in giant viruses: Biochemical insights into the first virus-coded putative base excision repair pathway,Biotechnology Research and Development,Kiran Rajanna Kondabagilu
1967,Longitudinal effects of Air Pollution Exposures on Lung growth and development of biomarker of lung function deficit in Urban Children,Team Science Grant,Harish Chandra Phuleria
1968,Centre of Excellence For Application of Technologies On Child And Maternal Health Under DBT (Department of Biotechnology New Delhi) Twinning Program Between IIT Bombay & North East States,Biotechnology Research and Development,Rohit Srivastava
1969,Establishing stem cell differentiation to dopaminergic neurons using functional amyloid hydrogels,Tata Innovation Fellowship,Samir Kumar Maji
1970,Investigation of evolutionary forces driving sympatric speciation,Intermediate (Basic) Fellowship,Supreet Saini
1971,Personalised Adaptive Tutoring System to Train the Employees.,-,Ramkumar Rajendran
1972,Predictive Maintenance of ATMs,-,Siuli Mukhopadhyay
1973,Voice-based net banking on smart phones for illiterate and less literate,-,Anirudha Nanasaheb Joshi
1974,Low Carbon Scenarios for Indian Industry,-,Rangan Banerjee
1975,Donation funds for conducting Research,-,Devendra Narain Singh
1976,Sustainable Housing in Flood prone Areas,-,N C Narayanan
1977,Design & Development of Miniature Piezoelectric Actuator for Motor Application,-,Amber Shrivastava
1978,Exploring reaction mechanism of biodegradable silicones,-,Debabrata Maiti
1979,Probing biocatalysts and artificial metadable silicones,-,Debabrata Maiti
1980,ThermoMudra,-,Rajesh Harishchandra Zele
1981,Thermal Camera for Body Temperature Screening,-,Subhananda Chakrabarti
1982,Chip Based Design of Biosensors for Real Time Monitoring of Phenol in Water,-,Ruchi Anand
1983,Developing an In Vitro Allergen or Drug Hypersensitivity Test,-,Prakriti Tayalia
1984,Smog Tower Project at Connaught Place,-,Manoranjan Sahu
1985,Numerical Investigations of Non-Linear Aeroelastic Response of a Deployable Supersonic Missile Control Fin-actuator Assembly,Grant-in-aid,Abhilash Chandy
1986,Prediction of coastal zone vulnerability due to sea level rise under the changing climate,National Geospatial Programme,Manasa Ranjan Behera
1987,Development of Manufacturing Technology for Microfluidic Devices and Field Testing of On-Chip Blood Plasma Separation Microdevice,"ITDD (Innovation, Technology Development and Deployment)",Amit Agrawal
1988,Fluoride Removal from Drinking Water by Synthetic Hydroxyapatite,WTI (Water Technology Initiative),Sanjeev Chaudhari
1989,Development of Guidelines for Corrosion Prevention of Water Pipelines,"ITDD (Innovation, Technology Development and Deployment) - WTI (Water Technology Initiative)",Vngaranahalli Srinivasan Raja
1990,Development of S & T Infrastructure in the Department of Earth Sciences under FIST-2018,FIST,"Head, Earth Sciences"
1991,Development of biosensor for bi-aromatic group pollutants and surveillance of water quality,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Energy, Water & Others - WTI (Water Technology Initiative)",Ruchi Anand
1992,HERCARA: High Endurance Relocatable Crewless Aircraft on Reconnaissance Aerostat,"ITDD (Innovation, Technology Development and Deployment)",Rajkumar Sureshchandra Pant
1993,Integrated approach for design and deployment facilitation of Value-Added Vegetable Vending Smart Cart,"ITDD (Innovation, Technology Development and Deployment)",Sandesh M. Ramu
1994,Design and Development of MEMS Based Detectors and Their Real Time Testing as Infra-Red Laser Based Sensor System for Environmental Monitoring,Nano Mission,Maryam Shojaei Baghini
1995,Integrated photocatalytic and membrane bioreactor process for effective removal of emerging contaminants and disinfection,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Energy, Water & Others - WTI (Water Technology Initiative)",Amritanshu Shriwastav
1996,Tutte Polynomials Via Free Resolutions and Sectional Semirings of Graphs,-,Madhusudan Manjunath
1997,Perturbating dynamics & Resilience of human natural hydro climate system,SwarnaJayanti Fellowship,Subimal Ghosh
1998,Quantum Information Technologies with superconducting devices and Quantum Dots - Development of a Quantum Information Processor with Electron Spins Qubits in Silicon,ICPS (Interdisciplinary Cyber Physical Systems) - QuEST (Quantun Enabled Science & Technology),Suddhasatta Bibhuti Mahapatra
1999,Quantum Information Technologies with superconducting devices and Quantum Dots - Design and Control of Realistic Quantum Thermal Machines,ICPS (Interdisciplinary Cyber Physical Systems) - QuEST (Quantun Enabled Science & Technology),Sai Vinjanampathy
2000,Quasi-two-dimensional perovskite light-emitting diodes,India Bilateral Regional Cooperation - Indo-Sweden,Dinesh Jugal Kabra
2001,Bootstrapping Regression Models,INSPIRE Faculty Fellowship,Debraj Das
2002,Investigation of Strongly Interacting Matter through Effective Model,WOS-A (Women Scientist Scheme A),Raghava Varma
2003,Velocity Map Imaging of HONO,WOS-A (Women Scientist Scheme A),Naresh Patwari Ganpathi
2004,Solid-state energy storage devices with chemically tailored metal oxide/carbon nanocomposites,WOS-A (Women Scientist Scheme A),Subramaniam Chandramouli
2005,Development of Heat Exchanger for Aerospace Applications Using Electrodeposited High Strength Aluminum Alloys,IMPRINT-2,Sankara Sarma Venkata Tatiparti
2006,Development and prototyping of nano-sensor technology for diagnosis of lube oil contamination & health monitoring/prognostics for flight safety and reliability,IMPRINT-2,Murugavel Ramaswamy
2007,Google PhD Fellowship Award of Vihari Piratla,Google India PhD Fellowship in Machine Learning,Sunita Bishwanath Sarawagi
2008,Graph modeling to design generic incentivization methods.,Gift,Abir De
2009,Affordable ’On Demand’ Sonophoresis Based System for Pain Management in Elderly Patient,Young Scientist,Rohit Srivastava
2010,Signaling for Real-time control in the Smart grids,Indo-French (IFCPAR),Ankur Kulkarni
2011,Effect of dislocation-interface interactions on plastic deformation : A coupled discrete dislocation dynamics-fast Fourier transform study on Cu-Al model system,"Indo-French (IFCPAR) (Grenoble Institute of Technology, France)",Prita Pant
2012,Advanced Ultra Super Critical Steam Oxidation Studies of Weldments,-,Vngaranahalli Srinivasan Raja
2013,Development of cryogenic memory for superconducting exascale computing,NSM (National Supercomputing Mission),Avradeep Pal
2014,INAE Expert Groups to Prepare Technology Roadmaps with Actionable Recommendations,-,Devendra Narain Singh
2015,Insights into the Mechanism of Antibiotic Resistance: Targeting by Ribosomal Methytransferases,Senior (Basic) Fellowship,Ruchi Anand
2016,Development of a kit to distinguish falciparum vivax or mixed malaria infection; prognosis of severe malaria and identification of novel therapeutic targets,Uchhatar Avishkar Yojana (Phase 2),Sanjeeva Srivastava
2017,Hybrid Additive-Subtractive Manufacturing technology development,Uchhatar Avishkar Yojana (Phase 2),Asim Tewari
2018,Abdul Kalam Technology Innovation National Fellowship,Abdul Kalam Technology Innovation National Fellowship,Pushpak Paramesh Chandra Bhattacharyya
2019,Centre of Excellence in Oil Gas and Energy in IIT Bombay: To Faciliate interaction between OIl Gas Section and IITB work towards capacity building and explore new frontiers in technology.,COE-OGE,Shireesh B Kedare
2020,Timing and spectral studies of Type-1 thermonuclear X-ray bursts using AstroSat,Grant-in-Aid,Varun Bhalerao
2021,Ignition Modelling of fuel Semi Cryogenic Engine,,Sudarshan Kumar
2022,CFD based design development and demonstration of a micro-channel reactor for Sabatier reaction for methane synthesis from carbon dioxide,-,Abhilash Chandy
2023,A Membrane-based Water Recycling System (MWRS) for Space Exploration,-,Swatantra Pratap Singh
2024,Micro Aircraft for Mars-2 Development of Unmanned Aerial Vehicle (UAV) which can fly using solar power,-,Rajkumar Sureshchandra Pant
2025,Novel Deep Learning Techniques based Multi-Modal Fusion for Remote Sensing Image Classification and Retrieval,-,Biplab Banerjee
2026,Mechanical and microstructure characterization under biaxial loading of aerospace materials and their weldments (AA2219/M250) for pressure vessel application,-,Sushil Kumar Mishra
2027,Distributed spacecraft formation flight using limited information exchange,-,Dwaipayan Mukherjee
2028,Numerical and Experimental Investigation of PEMFC Considering Hydrogen Crossover and Analysis of Degradation Mechanisms,-,Venkatasailanathan Ramadesigan
2029,Water transport through Kraton block copolymers,USA,Guruswamy Kumaraswamy
2030,National Supercomputing Mission Building Capacity and Capability - HPC Application Frameworks,NSM (National Supercomputing Mission),Shivasubramanian Gopalakrishnan
2031,MEMS for Electric Machines and Drives,NaMPET (National Mission on Power Electronics Technology) - Phase III,V.S.S. Pavan Kumar Hari
2032,Improving the effectiveness of Gems and Jewellery Industry byleveraging Machine Learning and Data Science to improve the Hit Ratioand addressing the Casting issues,Grant-in-Aid,Asim Tewari
2033,Development of a kit to distinguish falciparum vivax or mixed malaria infection; prognosis of severe malaria and identification of novel therapeutic targets,Uchhatar Avishkar Yojana (Phase 2),Sanjeeva Srivastava
2034,Carbon based dermal patch for vitiligo therapy,NTTM (National Technical Textiles Mission),Prakriti Tayalia
2035,Biodegradable and bioactive nanofibrous face mask,NTTM (National Technical Textiles Mission),Prakriti Tayalia
2036,Developing Long-term Energy Modelling Tools,-,Venkatasailanathan Ramadesigan
2037,Development of a kit to distinguish falciparum vivax or mixed malaria infection; prognosis of severe malaria and identification of novel therapeutic targets,Uchhatar Avishkar Yojana (Phase 2),Sanjeeva Srivastava
2038,Hybrid Additive-Subtractive Manufacturing technology development,Uchhatar Avishkar Yojana (Phase 2),Asim Tewari
2039,Prime Minister Research Fellowship (PMRF) Coordination,-,Sharat Chandran
2040,3D Human Sensing from Monocular Videos,Qualcomm Innovation Fellowship,Ganesh Seshan Ramakrishnan
2041,True Full-Duplex High Speed/IOs/Interconnects for Smartphones and AI/ML Hardware,Qualcomm Innovation Fellowship,Shalabh Gupta
2042,Circuits and Systems for Autonomous Devices,Qualcomm Faculty Award,Maryam Shojaei Baghini
2043,Appraisal of Options for Resource Recovery and Recycling from Sewage Sludge,-,Anurag Garg
2044,Development of environment-friendly fluxes for electro-slag refining of of metallic alloys - studies on thermo-physical properties,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Somnath Amar Nath Basu
2045,Is molecular engineering the key for newer breakthroughs in quantum information proessing?,PAC SERB-SUPRA (Scientific and Useful Profound Research advancement),Murugavel Ramaswamy
2046,Synthesis of Novel Molecular Scaffolds from Phthalides and Conjugated Alkenes via Hauser-Kraus and Non-Hauser-Kraus Pathways,CRG (Core Research Grant) (PAC Organic Chemistry),Irishi N. Narayanan Namboothiri
2047,Delineation of uranium mineralization in Samarkiya region in the central part of the Aravalli-Delhi Fold Belt using joint inversion of electrical and electromagnetic data.,Start-up Research Grant,Anand Singh
2048,Acquisition of state-of-the-art cryo-Electron Microscopy Instrument for developing National Facility at IIT Bombay Mumbai.,IRHPA (Intensification of Research in High Priority Areas) (PAC Cryo-Electron Microscopy),Ruchi Anand
2049,Measuring spatial inhomogeneity in porous electrodes for electrochemical energy storage systems,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Bharatkumar Suthar
2050,Understanding Thermodynamics of Crude-Oil Detachment From Reservoir-Rocks Using Molecular Simulations: Applications in Screening of Enhanced Oil Recovery (EOR) Techniques,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Ateeque Ahmad Abdul Gaffar Malani
2051,Development of time-resolved cryo-EM technique and its application on biomolecular reaction,Start-up Research Grant,Sandip Laxman Kaledhonkar
2052,High-dimensional Time Series Analysis,Start-up Research Grant,Monika Bhattacharjee
2053,Understanding the generation of sea spray aerosols through CFD and analytical modelling,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Ratul Dasgupta
2054,Experimental exploration of complex flows and material properties in granular and bio polymer based active matter system,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Nitin Kumar
2055,An investigation of the executive mechanisms underlying the effects of cognitive fatigue on control of balance in humans,CRG (Core Research Grant) (Biomedical and Health Sciences),Neeta Kanekar
2056,Integration of UAV photogrammetry and terrestrial LIDAR for digital documentation of heritage monuments using Building Information Modelling (BIM),"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Venkata Santosh Kumar Delhi
2057,Development and studty of Solution Processable Nanomaterial based Haptics Sensors for Bio/Robotics Application,EEQ (Empowerment and Equity opportunities),Pramod Kumar
2058,High temperature Fracture Studies in Single Crystals - Experiments and Simulations,Core Research Grant,Krishna Nagasai Jonnalagadda
2059,Development of Tio2 Nanotubes(TNT) Surfaces with Tailored Properties for Biomedical Applications,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Rakesh Ganpat Mote
2060,Investigation of combustion instabilities in trapped vortex combustors,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Vineeth Nair
2061,Method and gate driver for controlling power electronic switching device,SERB-TETRA (Technology Translation Award) (Engineering Sciences),Anshuman Narendra Deo Shukla
2062,Development of a Health and Usage Monitoring System (HUMS) for defense equipment.,IMPRINT-2,"Makarand S, Kulkarni"
2063,Uncertainty Quantification for Diffusion Models Contructed in the form of Kinetic Networks.,MATRICS - MATRICS Expert Committee,Abhijit Chatterjee
2064,Optimality of Balance-Unrestricted Supersaturated Designs,MATRICS - MATRICS Expert Committee,Ashish Das
2065,Analytical investigation of fracture problems in Couple Stress Elasticity,MATRICS,Tanmay Kishore Bhandakkar
2066,Development of a novel framework for accelerated construction of Markov state models to explore long-timescale dynamics of protein systems,MATRICS - MATRICS Expert Committee,Swati Bhattacharya
2067,A novel concentrator photovoltaic systems combined with confined jet impingement and thermoelectric generator in an integrated design - Experimental study,TARE (Teacher's Associateship for Research Excellence),Sandip Kumar Saha
2068,N-PDF Structural Elucidation of Self-assembled Nanocarriers in Supercooled Matrixes and Its Applications in Drug Delivery,N-PDF (National Postdoctoral Fellowship),Jayesh Bellare
2069,What Is in a Meter? Working towards Efficient Socially Inclusive and Environmentally Sensitive Energy and Water Infrastructure in the Global South.,UK (Teeside University),Arnab Jana
2070,Reflective SpO2 on the Wrist Using TI AFE4xxx,-,Maryam Shojaei Baghini
2071,Critical Area Analysis for Right Selection of Digital Fault Models,-,Maryam Shojaei Baghini
2072,Demonstration of nutri-gardens in selected villages: Route to reducing malnutrition through local solutions Enterprenuership route to enhance sustainability,USA,Narendra Govinddas Shah
2073,Synchrotron imaging studies on high pressure die casting - manpower through collaborator,UK (University College London),Shyamprasad Karagadde
2074,Detection of SARS-CoV-2 Nucleic Acid in Wastewater with a low-cost sensing Platform,UK (University of Strathclyde),Siddharth Tallur
2075,Semi-supervised learning and sequence-to-sequence models for speech and natural language,Verisk AI Faculty Research Award,Preethi Jyothi
2076,Centre for Excellence for Digital Farming Solutions for Enhancing Productivity by Robots Drones and AGVs (DFA),COE; NAHEP-CAAST-DFSRDA-VNMKV,Amit Yashpal Arora
2077,Application of in vitro biophysical techniques to in vivo systems: A middle path to understanding biological complexity in molecular motor based intracellular transport,UK,Roop Mallik
2078,E-training Programme Food and Nutrition Security in a Post Panademic World,-,Amit Yashpal Arora
2079,Multi Sensory Simulation of Food Products,Gift,Dipti Gupta
2080,DeBias- Tool for Detecting Bias in Scripts,-,Pushpak Paramesh Chandra Bhattacharyya
2081,Development of Corrosion-Fatigue Resistant Coated Aluminium Aircraft Skins,Airbus IITB Joint Development Program,Vngaranahalli Srinivasan Raja
2082,Cytotoxicity studies on Bio-Pharma Materials,-,Rohit Srivastava
2083,Development of Computational Methods to Study Selected Deposition processes,-,Gopalan Rajaraman
2084,A platform for high speed nano-photonics enabled by 2DEG in AlGaAs/GaAs heterostructures,-,Siddharth Tallur
2085,Development of a can-type GT combustor operating in flameless combustion mode,Grant-in-Aid,Sudarshan Kumar
2086,"Extensive evaluation of mechanical properties (tensile, HCF and LCF) of Nickel based single crystal super alloy CMSX-4 and Microstructure-Mechanical properties correlation",Grant-in-Aid,Sushil Kumar Mishra
2087,Identification and preparation of the heterocycles compounds with biological activities,-,Debabrata Maiti
2088,Construction and Validation of Far-UVC Tunnels for Inactivating Coronavirus and Other Pathogens in Public Places,Stategic funding for COVID-19 Consortium,Ambarish Kunwar
2089,Statistical learning of high throughput calculations for experimental realization of Heusler alloys as stable mid temperature thermoelectrics,-,Amrita Bhattacharya
2090,Topological Quantum Spintronics,Chanakya Doctoral Fellowship,Bhaskaran Muralidharan
2091,Indigenous Development of Monolithic Perovskite Module Manufacturing by Printing,-,Shaibal Kanti Krishna Chaitanya Sarkar
2092,Random verification of Annual Inventory on Hazardous waste management-reg.,-,Anurag Garg
2093,Total Synthesis of Bacterial Lipopolysaccharide Repeating Units of Plesiomonas shigelloides Strain 302–73 (Serotype O1) and Pragia fontium 97U124,EMR-II (Extra Mural Research II),Suvarn Subhash Kulkarni
2094,Development of Quantum Chemical Methods for the Excited States of Large Molecules,EMR-II (Extra Mural Research II),Achintya Kumar Dutta
2095,A Synthetic Rout for the Remote Aliphatic sp3-C-H Cayanation: Development of 14C-Labelled Drugs,EMR-II (Extra Mural Research II),Debabrata Maiti
2096,Electrosynthesis of organic molecules with transition metal complex-decorated electrodes,EMR-II (Extra Mural Research II),Arnab Dutta
2097,Elucidating the structure and function of RfaH fusion constructs using solution NMR spectroscopy,EMR-II (Extra Mural Research II),Ishita Sengupta
2098,Tribo-electrostatic Beneficiation of Limestone by Removal of Quartz,,Jyoti Ravishanker Seth
2099,OVOL-a-actinin 4 crosstalk in EMT & breast cancer stemness,Biotechnology Research and Development,Shamik Rabindranath Sen
2100,A longitudinal study of COVID-19 infected patient samples for convalescent plasma therapy,Biotechnology Research and Development,Sanjeeva Srivastava
2101,Bioprospecting of Marine microbial diversity for various products,Marine Bioresource and Biotechnology Network Programme,Pramod Prabhakar Wangikar
2102,Developing a system-level model of the human cochlea using measured otoacoustic emissions and psychophysical tuning curves,Biotechnology Research and Development,Sripriya Ramamoorthy
2103,Design and development of a microfluidic chip for sperm selection/sorting based on chemotaxis,Biotechnology Research and Development,Venkata Ramana Gundabala
2104,Student Newton Bhabha PhD program (Comprehensive search of diagnostic and prognosis biomarker candidates using Artificial Intelligence),Newton Bhabha PhD Placement Programme - UK,Sanjeeva Srivastava
2105,DBT Pan IIT Center for Bioenergy - Phase 2,DBT PAN IIT Center for Bioenergy - Phase 2,Pramod Prabhakar Wangikar
2106,Development of efficient cellulases for biofuel production,DBT PAN IIT Center for Bioenergy - Phase 2,Prasenjit Ranjith Kumar Bhaumik
2107,Sustainability assessment of biofuel technologies for scale-up,DBT PAN IIT Center for Bioenergy - Phase 2,Yogendra Narayan Shastri
2108,Design and Development of Harmonic Drive,ARMREB - Grant-in-aid,Prasanna Subhash Gandhi
2109,Multiphysics modelling of grain growth during hot isostatic pressing and during isothermal forging of powder metallurgy nickel based superalloy,CARS (Contract for Acquisition of Research Services),Mogadalai Pandurangan Gururajan
2110,Effect of prior particle boundaries on the deformation of powder metallurgy nickel-based superalloys using discrete dislocation interactions,CARS (Contract for Acquisition of Research Services),Padubidri Janardhan Achar Guruprasad
2111,Design and Development of Ultra High performance concrete for defence applications using various curing methods,CARS (Contract for Acquisition of Research Services),Prakash Nanthagopalan
2112,Development of a novel analog scanning probes for coordinate measurementmachine using compliant mechanisms,"ITDD (Innovation, Technology Development and Deployment)",Prasanna Subhash Gandhi
2113,Recycled Polymer Composites from Plastic Waste and Industrial By-products for Sustainable Development,"ITDD (Innovation, Technology Development and Deployment)",Devendra Narain Singh
2114,Gender Advancement for Transforming Institutions (GATI) pilot,DISHA programme for Women in Science - KIRAN,Swati Arvind Patankar
2115,All solar powered cold storage unit based on pumpable ice slurry technology,"ITDD (Innovation, Technology Development and Deployment)",Shankar Krishnan
2116,Creating a Gallery of Scientific Sanskrit Texts in Indian Heritage with Multi-modal Features,SHRI (Science & Heritage Initiative),Krishnamurthi Ramasubramanian
2117,Indian Participation in the ALICE Experiment at CERN,International Cooperation - Research and Development (Mega Facilities for Basic Research),Basanta Kumar Nandi
2118,FIST Grant WBG based Advanced Power Electronic Converters,FIST (Fund for Improvement S&T Infrastructure),"Head, Electrical Engineering"
2119,Setting up of Geo-Information Science & Engineering (GISE) Hub,"ITDD (Innovation, Technology Development and Deployment)",Milind Ashok Sohoni
2120,III-Nitride Nanowire Field Effect Transistor with epitaxial Gd2O3 as wraparound gate oxide,International Coooperation - Indo-German DAAD PPP program (German Academic Exchange Program),Apurba Laha
2121,Sustainable Energy system for Achieving Novel Carbon neutral Energy communities (SUSTENANCE),"ITDD (Innovation, Technology Development and Deployment)",Zakir Hussain Rather
2122,E-mode GaN HEMT based single phase solar inverter with with smart gate driver,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Water and Clean Energy",Sandeep Anand
2123,Stress history and reservoir pressure for improved quantification of CO2 storage containment risks SHARP storage,"(ACT) Accelerating CCUS Technologies under ITDD (Innovation, Technology Development and Deployment)",Devendra Narain Singh
2124,National Centre of Excellence in Carbon Capture and Utilization (NCOE-CCU),"TMD (Energy, Water & Others) - NCOE-CCU (National Centre of Excellence in Carbon Capture and Utilization)",Vikram Vishal
2125,Hybrid Layered Manufacturing Using Electron Beam Cladding (EB-HLM),-,Karunakara Poopathi Kapuppasamy Poolan
2126,Hybrid Layered Manufacturing Using Electron Beam Cladding (EB-HLM),-,Karunakara Poopathi Kapuppasamy Poolan
2127,Two Week virtual training program on Basics and Advanced Proteomic Approaches from 08 to 19 Nov 2021,National Programme for Training of Scientists and Technologists Working in Government Sector,Sanjeeva Srivastava
2128,Elsevier IITB Collaboration on Information Extraction,-,Pushpak Paramesh Chandra Bhattacharyya
2129,Development of a novel nano-polyolisome formulation of Resveratrol/Pterostilbene/Retinyl Palmitate as a delivery system,-,Rohit Srivastava
2130,GCET-2022,GOA Common Entrance Test,Syed Salahuddin Major
2131,Google Research Gift for exploreCSR,GOOGLE Unrestricted Gift Grant,Biswabandan Panda
2132,Building computational models for code-switched text,GOOGLE Unrestricted Gift Grant,Preethi Jyothi
2133,Pass schedule for cold rolling mill,-,Sujit Suresh Jogwar
2134,Preclinical development and scale-up of DICCRE armored T Cells: A tunable and target specific immunotherapy,-,Rahul Kailash Purwar
2135,Deciphering the mechanism of cell-cell aggregation in Streptococcus pneumoniae and its role in cardiac diseases,Grant-in-Aid,Anirban Chanchal Kumar Banerjee
2136,Capacity building and Phase I multi-center clinical trial of indigenous anti-CD19 CART cell therapy for adolescent and adult patients with relapsed/refractory B-cell malignancies,-,Rahul Kailash Purwar
2137,Synchronization and spatio-temporal rhythms in an ensemble of active droplets,Indo-French (IFCPAR),Punit Parmananda
2138,IFORS Award for JalTantra,-,Om P. Damani
2139,Density functional theory driven indigenous Boltzmann Transportequationsolver for multi-channel thermal transport in stronglyanharmonic low-thermal conductivity solids,NSM (National Supercomputing Mission),Ankit Jain
2140,"Nanoporosity Evolution During Dealloying: Interplay Between Chemical Dissolution, Material Defects, Coarsening and Structural Rearrangements over Long Timescales",NSM (National Supercomputing Mission),Abhijit Chatterjee
2141,Repository of High performance phase-field solvers for microstructure simulation (MicroSim),NSM (National Supercomputing Mission),Mogadalai Pandurangan Gururajan
2142,Multiscale modelling of chromatin assembly and dynamics,NSM (National Supercomputing Mission),Ranjith N. Padinhateeri
2143,"Molecular Dynamics Investigation of nucleic acids bound to the anti-HIV1 protein, SAMHD1",NSM (National Supercomputing Mission),Swati Bhattacharya
2144,Bamboo Towers for Low-cost Affordable and Sustainable Rural Internet Connectivity,-,Siddhartha Ghosh
2145,Development of Bimetallic Cylinders through Friction Welding Route with suitable Inter layers,-,Amber Shrivastava
2146,Study to assess the acquisition of accurate & relevant climate information by Indian Cities/States and for the development and piloting of Newsletter,-,Devanathan Parthasarathy
2147,"Status of domestic water supply in rural areas amidst the COVID-19 crisis: A case study from drought-prone area of Maharashtra State, India",-,Parmeshwar Digamber Udmale
2148,Study of traditional bamboo structure in India,-,Chaaruchandra Korde
2149,OCRs and Applications in Indian Languages,NLTM (National Language Translation Mission) : BHASHINI,Ganesh Seshan Ramakrishnan
2150,Merck Young Scientist Award,Merck Young Scientist Award,Chandra Mouleeswara Rao Volla
2151,GoM - CTARA Health Data analysis unit,NHM (National Health Mission),Satish B Agnihotri
2152,The Pranmati Basin Himalayan Critical Zone Observatory (PBHCZO),REACHOUT (Research Education and Training Outreach),Malay Mukul
2153,Superpave Performance Grade (PG) and Durability Characterization of Unmodified Viscosity Grade (VG) Bitumen Used in India,-,Dharamveer Singh
2154,IITB-NCTU collaborative activities for Dual Degree Programme,-,Dean (International Relations)
2155,All Iron Flow Batteries: Research Design & Demonstration,-,Venkatasailanathan Ramadesigan
2156,Ultrasound-MRI fusion in prostate diagnostics and operation,Qualcomm Innovation Fellowship,Amit Sethi
2157,Recycling of Solar Cells Recovered from Delaminated Modules,-,Sudhanshu Mallick
2158,Chemistry World (RSc Magazine)-Opinion Sept 21 - The magic methyl trick,UK,Debabrata Maiti
2159,Development of high strength and damage tolerant nano-structured steels for rails,"SPG (SERB POWER Grant) (POWER PAC for Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Aparna Singh
2160,An abstraction-refinement based Translation Validator for GCC Compiler,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Amitabha Sanyal
2161,Decoupling Microstructural Inputs on the Internal Friction Response of Steel: Combining Kinetic Monte Carlo based Multi-Scale Simulations with Microstructure and Mechanical Spectroscopy,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Ajay Singh Panwar
2162,"Creating tailored multifunctional materials for load-bearing, noise-reducing, heat-sinking applications","SPG (SERB POWER Grant) (POWER PAC for Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Sripriya Ramamoorthy
2163,Sqre Page: Smart Question Repository and Paper Generator,SPG (SERB POWER Grant),Kameswari Chebrolu
2164,Uncovering a Novel Molecular Code by T-box Paralogs for Cerebellum Patterning and Function in Vertebrates,SPG (SERB POWER Grant),Sreelaja Nair
2165,Accented Speech Processing and Recognition,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Preethi Jyothi
2166,Metal Matrix Composite Cladding via Directed Energy Deposition for Tailored Thermophysical Response,VAJRA Faculty Scheme,Ramesh Kumar Singh
2167,Trajectory planning for self-driving cars,SPG (SERB POWER Grant),Arpita Sinha
2168,Rheology and dynamics of dense turbulent fluid-solid flows,SUPRA (Scientific and Useful Profound Research advancement),Devang Vipin Khakhar
2169,Analyzing and modeling vehicle dynamics and control related driver performance parameters for ITS based rural highway safety applications,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Avijit Maji
2170,Monitoring Soil Moisture and Vegetation using passive Microwave Satellite Radiometry,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Karthikeyan Lanka
2171,Experiment-Based Modeling and Simulation of Magnetic Polymers Responses for Soft Robotics,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Krishnendu Haldar
2172,Estimation of Disaster Resilience of Bridges under Corrosion-Fatigue and Identification of Optimal Preventive Maintenance Strategies,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Swagata Basu
2173,Deciphering the molecular mechanism of allosteric regulation in Glutamate Dehydrogenase (GDH),CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Prasenjit Ranjith Kumar Bhaumik
