SNo,Project Name,Scheme Name,PI Details
372,Large scale GPU graph analytics,Shell India Markets Private Limited - Others - Industry,Rupesh Nasre
373,Supply Chain Spec Optimization,Apple Inc - Others - Industry,Ravindran B
374,Study and Development of Surface Acoustic Wave Sensors for Showerhead Flow Characterization,Lam Research Corporation - Others - Industry,Soumya Dutta
375,Development of CO2 scrubbing system at IITM,Larsen & Toubro Limited-Construction- Heavy Civil Infrastructure - Others - Industry,Rajnish Kumar
376,Techniques to improve learning in Metaverse,Facebook India Online Services Private Limited - Others - Industry,Manivannan M
377,Speech to Text Translation,Facebook India Online Services Private Limited - Others - Industry,Umesh S
378,Centre of Excellence for Hyperloop Technology,Research Designs & Standards Organization - Others - Industry,Chakravarthy S R
379,Indigenous Design and Development of FOD Barrier/Trap for Indian Air Force,Indian Air Force - Others - Industry,David Kumar
380,MS student fellowship,Stryker Global Technology Center Private Limited - Others - Industry,Mohanasankar S
381,Energy Consortium -FLSmidth Private Limited,FLSmidth Private Limited - Others - Industry,Satyanarayanan Seshadri
382,Continuous Process for Waste Water Purification and Recycle by Gas Hydrate Process (Bench scale study-phase-II),GAS AUTHORITY OF INDIA LIMITED - Others - Industry,Rajnish Kumar
383,Design analysis of sugar mill headstock,Fives Cail KCP Limited - Others - Industry,Shankar Krishnapillai
384,Substructural mapping of defect activity in IN 718 creep welds,Council Of Scientific And Industrial Research - Others - Industry,Somnath Bhattacharyya
385,Design and performance analysis of ElectricWinch,Tridel Technologies Private Limited - Others - Industry,Shankar Krishnapillai
386,CO2 Sequestration in Concrete with Supplementary Cementitious Materials,Reliance Industries Limited - Others - Industry,Piyush Chaunsali
387,Development of Indian Telecom Security Assurance Requirements (ITSARs),National Centre for Communication Security - Others - Industry,Kamakoti V
388,Research and Development of Gas Gun,Akiro Protech Private Limited - Others - Industry,Shankar Krishnapillai
389,"Source Apportionment, Emission Inventory and Carrying CapacityStudies for Nellore city under National Clean Air Program Clean Air Mission",Andhra pradesh Pollution Control Board - Others - Industry,Shiva Nagendra S M
390,AR-VR Experience Center for short term and long-term new age trainings,Steel Authority of India Limited - Others - Industry,Manivannan M
391,Evaluate tribological performance of polymer materials against steel with different greases,ZF Commercial Vehicle Control Systems India Limited - Others - Industry,Ramkumar P
392,Modeling Electrostatic Spray Paint Process with Rotating cups,Ford Motor Private Limited - Others - Industry,Shamit Bakshi
393,Atom Probe Tomography Measurement on Combinatorial melt High Entropy Alloys,Indian Institute of Petroleum - Others - Industry,Pradeep K G
394,"Understanding of Bio-char Passivation for Safe Storage & Scale-up: Characterization, Chemistry & Kinetics",Shell India Markets Private Limited - Others - Industry,Vinu R
395,"Morphology prediction maps for coating of colloidal suspensions: Role of wettability, solvent evaporation, rheology and particle size",Saint Gobain Research India Limited - Others - Industry,Sreeram K. Kalpathy
396,Development Grasping and Manipulation Capabilities for a 3-Finger Gripper attached to Robotic Manipulator,Research & Development Establishment (Engineers) - Others - Industry,Asokan Thondiyath
397,Microbiome Systems Biology: Understanding Microbial Interactions and Identifying Optimal Intervention Strategies in Home Microbiomes,Hindustan Unilever Limited - Others - Industry,Karthik Raman
398,Establishment of Virtual simulator for submerged vehicle,National Institute Of Ocean Technology - Others - Industry,Murali K
399,Image processing software to find out 3D Angles and Distances of Vehicle wheel.,Manatec Electronics Private Limited - Others - Industry,Sukhendu Das
400,VR and AR Based Healthcare Skills Training,Healthcare Skill Sector Council - Others - Industry,Manivannan M
401,Development of an Assignment Engine for intelligent truck dispatch scheduling in a mining site,Caterpillar India Engineering Solutions Private Limited - Others - Industry,Bijo Sebastian
402,Explainable Transfer learning for Condition Monitoring of Electrical Machines,Viking Analytics AB - Others - Industry,Babji Srinivasan
403,"Model testing, hydrostatic studies, hydrodynamic studies, and propeller design of Y-51008",Mazagon Dock Shipbuilders Limited - Others - Industry,Vijayakumar R
404,Design of Green hydrogen production from saline water,Lakshmi International Building Materials Private Limited - Others - Industry,Srinivas Reddy K
405,Research based Industrial Consultancy Project,Krishna Conchem Product Private Limited - Others - Industry,Radhakrishna G Pillai
406,Energy Consortium - Chevron Tech,Chevron Technical Center - Others - Industry,Satyanarayanan Seshadri
407,Feasibility of guided ultrasound for predicting train approach on rail tracks,TVM Signalling And Transportation Systems Private Limited - Others - Industry,Prabhu Rajagopal
408,Protracted Conflict & Borderland Communities in Taiwan and India: Case Studies of Kinmen (Taiwan) and West Kameng (India),Chiang Ching Kuo Foundation - Others - Industry,Sonika Gupta
409,Development of 1 kW/10 kWh Zinc-Bromine Redox Flow Battery,Archean Chemical Industries Limited - Others - Industry,Kothandaraman Ramanujam
410,Metal-Catalyzed Three-component Assembling of Substituted Organic Molecules with π-Components and Nucleophiles or Electrophiles: An Efficient Route to Tetrasubstituted Alkenes and Heterocycles,Council of Scientific and Industrial Research - CAPACITY BUILDING AND HUMAN RESOURCE DEVELOPMENT -1827,Jeganmohan M
411,Design and synthesis of novel axial-chiral biisoquinoline-Pd catalysts for new asymmetric domino reactions and their application in the synthesis of biologically active chiral spiro-natural products,Council of Scientific and Industrial Research - CAPACITY BUILDING AND HUMAN RESOURCE DEVELOPMENT -1827,Sekar G
412,Development Of Composite Compatible Mxene Ink For Future Generation Printed Electronics,Council of Scientific and Industrial Research - Others,Somnath Bhattacharyya
413,Charge-Transfer in quantum dots: Energy dependence of decay rates,Council of Scientific and Industrial Research - Others,Prem B Bisht
414,Operator-type Inequalities in Euclidean Jordan algebras,Department of Atomic Energy - Others,Balaji R
415,Next generation epidemiological models for accurate predictions of future pandemic waves integrating sewer simulations with public health information,Department of Science & Technology - Research and Development -3237,Sridharakumar Narasimhan
416,Innovative diamond coating technology for effective mineralization of PFAS - Forever chemicals in industrial wastewater,"Department of Science & Technology - INNOVATION, TECHNOLOGY DEVELOPMENT AND DEPLOYMENT",Ramachandra Rao MS
417,Inspire Fellowship for Ms. SANTHOSHINI - CY23D038,Department of Science & Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Kothandaraman Ramanujam
418,Development of novel technologies for the production of non-oxide ceramic filaments and fibers towards India's strategic self-reliance,Department of Science & Technology - Technology Development Programme,Ravi Kumar N V
419,1kW/5kWh Redox Flow Battery with Anthraquinone Based Anolyte and Iron Catholyte: A Commercial Worthy India-Centric Solution for Grid-Scale Energy Storage,"Department of Science & Technology - INNOVATION, TECHNOLOGY DEVELOPMENT AND DEPLOYMENT",Kothandaraman Ramanujam
420,Efficient Cost saving Grid friendly (ECoGrif) Power-to-X (PtX) Converter,"Department of Science & Technology - INNOVATION, TECHNOLOGY DEVELOPMENT AND DEPLOYMENT -1819",Krishna Vasudevan
421,Inspire Fellowship for Ms. Sangita Mondal -CY21D150,Department of Science & Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Kartik Chandra Mondal
422,Inspire Fellowship for Mr. Hareram Swain - PH19D042,Department of Science & Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Ayan Mukhopadhyay
423,Femtosecond X-ray photonics with nano- and micro-scale droplets: dynamics and imaging,Department of Science & Technology - Research and Development -3237,Sivarama Krishnan
424,Performance Enhancement of Single Layer Superabrasive Wheels by Laser Shock Peening,Department of Science & Technology - Advanced Manufacturing Technologies Program,Amitava Ghosh
425,Pre-clinical evaluation of novel Dysideanone analogs with proven anti-cancer activity targeting Triple negative breast cancer : a leap forward from bench to bedside,Indian Council of Medical Research - Others,Suresh Kumar Rayala
426,Regulation of post-traumatic stress disorder by sympathoinhibitor catestatin peptide,Indian Council of Medical Research - Others,Nitish R Mahapatra
427,Development of cardiac ischemia-on-a-chip model to investigate hypoxia-induced myocardial injury and drug testing,Indian Council of Medical Research - Others,Saritkumar Das
428,Design and Development of Potential Superhydrophobic Biomaterial to Minimize Catheter Associated Urinary Tract Infections: the proof of Concept,Indian Council of Medical Research - Others,Nilesh Jayantilal Vasa
429,Vasculogenic Characterization Of Peripheral Blood Derived Mononuclear Cells (pbmcs) From Pcos Subjects,Indian Council of Medical Research - Others,Madhulika Dixit
430,"An indigenous novel device for ultrasound-guided minimally invasive, single-operator driven, suction-based muscle biopsy technology: A proof-of-concept prototype development",Indian Council of Medical Research - Others,Arun Kumar Thittai
431,Unified Vulnerability and Security Analysis Of Operating System and Web Based Applications,Ministry of Defence - Others,Narayanaswamy N S
432,Oscillating Buoy Integrated into a Pile-Supported Floating Breakwater for Sustainable renewable power generation,Naval Research Board - Others,Vijay K G
433,Development of an Optical Fiber-based Distributed Acoustic Sensor for Underwater Applications,Naval Research Board - Others,Balaji Srinivasan
434,"Development of Algorithm for Cooperative Guidance, Navigation and Control of Heterogenous Marine Vehicles",Naval Research Board - Others,Suresh Rajendran
435,High-performance Multiphase PMSM Drives for Marine Propulsion Systems,Naval Research Board - Others,Srirama Srinivas
436,Ventilated cavitation on axisymmetric bodies,Naval Research Board - Others,Dhiman Chatterjee
437,Modeling Analysis Design and Implementation of Wide band High Power Sonar Power Amplifier,Naval Research Board - Others,Lakshminarasamma N
438,Nurturing Future Leadership Programme (Malaviya Mission Teacher Training Programme),University Grants Commission - NATIONAL MISSION ON TEACHERS AND TEACHING -1782,Krishnan Balasubramanian
439,Wege zur Nachhaltigkeit durch Advanced Frugal Innovation: Innovationsentstehung und –skalierung bei Ressourcenarmut(Paths to sustainability through advanced frugal innovation: creation and scaling of innovations in resource poverty),DEUTSCHE FORSCHUNGSGEMEINSCHAFT - Others,Balakrishna Rao
440,National Network Project of National Centre for Biological Sciences -Genome Informatics networks to understand plant stress management,Department of Biotechnology - Biotechnology Research and Development -0150,Michael Gromiha M
441,Does strigolactone signalling connect heat stress to increased meiotic recombination rates? A study in Arabidopsis,Department of Biotechnology - Research Associate,Baskar R
442,Ultra-Sensitive and Highly Specific Padlock Probe Assay for Point-of-Care Antemortem Rabies Diagnosis,Department of Biotechnology - Biotechnology Research and Development -0150,Raghavendra Sai V V
443,Shape Memory Polymeric Cryogels with Injectable CaP for Spinal Bone Regeneration,Department of Biotechnology - Research Associate,Balasubramanian M
444,Development of robust electrochemical biosensor using aptamers and metal binding peptides to detect chikungunya and dengue diagnosis,Department of Biotechnology - Biotechnology Research and Development -0150,Ramanathan S
445,"Probing the in singulo mechanisms of Mycobacterium Tuberculosis’s novel drug targets, molecular motors of the proteostasis network using a custom-built optical-tweezers",Department of Biotechnology - Biotechnology Research and Development -0150,Hema Chandra Kotamarthi
446,Targeting Acid-Sensing Ion Channel 3 for Effective Management of Pancreatic Cancer-associated Pain and Cancer Treatment,Department of Biotechnology - Biotechnology Research and Development -0150,Shantanu Pradhan
447,"National Network Project of Alagappa University, Karaikudi",Department of Biotechnology - Biotechnology Research and Development -0150,Michael Gromiha M
448,"Zwitterionic polymer coatings on medical implants for antifouling, biocompatible and controlledrelease of therapeutic drugs to combat implant associated infections",Department of Biotechnology - Others,Vignesh MuthuVijayan
449,INAE Chair Professorship - Krishnan Balasubramanian,Indian National Academy of Engineering - Others,Krishnan Balasubramanian
450,Soluable Lead Acid Redox Flow Battery,"Advanced Research Centre for Powder Metallurgy & Materials, International. - Others",Kothandaraman Ramanujam
451,Rural Technology Action Group (RuTAG) 2.0,Office of the Principal Scientific Adviser - ESTABLISHMENT EXPENDITURE (CABINET) -3485,Varunkumar S
452,Development of High-Entropy Alloy Coatings for Improved Cavitation and Silt Erosion Resistance of Hydroturbine Components,Central Power Research Institute - CENTRAL POWER RESEARCH INSTITUTE -0747,Kamaraj M
453,"Studies on Optimization of Welding Process Parameters, Microstructure and High Temperature Properties of Spin arc Weldments of P91 Steel",Central Power Research Institute - CENTRAL POWER RESEARCH INSTITUTE -0747,Srinivasa Rao Bakshi
454,Modular and Fault-Tolerant Power Conversion Systems for Pumped Hydro Storage Plants,Central Power Research Institute - CENTRAL POWER RESEARCH INSTITUTE -0747,Deepak Ronanki
455,Towards decarbonization of cement industry - model based optimization of a pyrolysis technology for flexible use of waste fuels,"Department of Science and Technology - INNOVATION, TECHNOLOGY DEVELOPMENT AND DEPLOYMENT",Varunkumar S
456,FIST Mathematical Sciences Level B C or D - Project,Department of Science and Technology - FIST - Fund for Improvement of S&T Infrastructure in Universities and Higher Educational Institutions (FIST) Program,Vetrivel V
457,Sustainable Earthquake Resistant 3D-Printed Concrete Housing From Laboratory Testing to Industrial Application,Department of Science and Technology - Others,Manu Santhanam
458,Inspire Fellowship for Ms. Shambavi C N - CY19D018,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Jeganmohan M
459,Inspire Fellowship for Ms.Bhagyalaxmi Pothal - PH21D080,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Manu Jaiswal
460,Inspire Fellowship for Ms. Kavi Priya M- EE19D024,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Giridhar K
461,Inspire Fellowship for Mr. Ankit Patel - CE20D094,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Sachin S Gunthe
462,Inspire Fellowship for Mr. Immanuel Thekkooden - EE20D035,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Bhallamudi Vidya Praveen
463,Multi-Scale Brain Function India-Italy Network of Excellence (MSBFIINE),Department of Science and Technology - Research and Development -3237,Srinivasa Chakravarthy V
464,Mechanism of Differential Expression of HMG-CoA Reductase Gene in Rodent Models of Genetic Hypertension,Department of Science and Technology - WOSA - Women Scientist,Nitish R Mahapatra
465,Field Study on Offshore Wind Energy Off Rameswaram Coast Using Semi-submersible with Truncated Mooring Lines to Simulate Deepwater,"Ministry of Earth Sciences, New Delhi - Deep Ocean Mission (DOM)",Nilanjan Saha
466,Orientation to NEP 2020,UGC-DAE Consortium for Scientific Research - NATIONAL MISSION ON TEACHERS AND TEACHING -1782,Edamana Prasad
467,Inspire Fellowship for Ms. Ketaki Kar - CY19D055,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Sundargopal Ghosh
468,Inspire Fellowship for Mr. Akshaya Kumar Sahu - CY19D019,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Anbarasan P
469,Inspire Fellowship for Ms. Saima Owais - BT22D117,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Kesavan V
470,"1st phase evaluation meeting of received proposals against RD&D in the area of CCUS under Mission Innovation (Ml) 2.0"" from 191h -201h February 2024, In Remote Mode to be coordinated by IIT Madras",Department of Science and Technology - Others,Rajnish Kumar
471,Efficient Cost saving Grid friendly (ECoGrif) (Power-to-X (PtX) Converter,Department of Science and Technology - Research and Development -3237,Krishna Vasudevan
472,Inspire Fellowship for Ms.Arpita Sahoo - CY23D028,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Arnab Rit
473,Inspire Fellowship for Ms. Puspita Kumar - CY23D075,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Edamana Prasad
474,Inspire Fellowship for Ms.H K Sanjana - CY23D027,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Dillip Kumar Chand
475,Inspire Fellowship for Mr. Sudhin R -CY23D036,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Sooraj K
476,Inspire Fellowship for Ms.Abhipsa Pragyan Dash - MA23D017,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Sundar S
477,Inspire Fellowship for Ms. Durgambika Venkatachalam - MM21D053,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Lakshman Neelakantan
478,Inspire Fellowship for Ms. Shreya mukherjee - BT22D144,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Nitish R Mahapatra
479,Inspire Fellowship for Ms.Shubalakshmi sahu- PH22D068,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Ranjit Kumar Nanda
480,Inspire Fellowship for Ms.Christel Livia Mascarenhas - CY22D122,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Kartik Chandra Mondal
481,Inspire Fellowship for Ms. Anusree A K - CY22D135,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Md Mahiuddin Baidya
482,Inspire Fellowship for Ms.Nickita Acharya - PH21D078,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Sivarama Krishnan
483,Inspire Fellowship for Ms. Monalisa Akter- CY19D022,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Anbarasan P
484,Development of Methods for Modeling and Discovering Next Generation of Energy Materials,Department of Science and Technology - INSP - Inspire Faculty Award,SOUMEN GHOSH
485,4D-Printed Structures of locally stiffened PH responsive soft actuators,Department of Science and Technology - Research and Development -3237,Pijush Ghosh
486,Optimization of a Helical Hydrokinetic Turbine for India's Perennial Streams,Department of Science and Technology - Research and Development -3237,Abdus Samad
487,Inspire Fellowship for Ms. Anusree S - PH21D077,Department of Science and Technology - Inspire fellowship for students under Assured Opportunity for Research Careers (AORC) scheme,Abhishek Misra
488,Multi-task learning and meta-learning techniques for Magnetic Resonance Image Regression methods - reconstruction and dynamic contrast enhanced MRI image to image translation,Science and Engineering Research Board - Fund for Industrial Research Engagement,Mohanasankar S
489,Ras Effector RASSF10 locks the metabolic reprogramming mechanism in tumour cells,Science and Engineering Research Board - CRGX - Core Research Grant,Mahalingam S
490,"Role of PLP-1, the C. elegans ortholog of human Pur-alpha, in the regulation of genes involved in stress protection",Science and Engineering Research Board - CRGX - Core Research Grant,Subramaniam K
491,On the reductions of airfoil-turbulence noise through novel dimple configurations,Science and Engineering Research Board - CRGX - Core Research Grant,Srinivasan K
492,Experimental and numerical investigations of absorption and desorption behaviour of a bi-phasic solvent for CO2 capture process,Science and Engineering Research Board - Empowerment and Equity Opportunities for Excellence in Science,Swapna Singha Rabha
493,Establishing Molecular Mechanisms for Efficient Recycling of Mixed Plastics Waste,Science and Engineering Research Board - CRGX - Core Research Grant,Tarak Kumar Patra
494,Development of a novel window for acoustic noise reduction without compromising natural ventilation,Science and Engineering Research Board - CRGX - Core Research Grant,Chandramouli P
495,Exploring and establishing an innovative Aluminium recycling technology to recycle Aluminium scraps/chips to high performance Al matrix composite near net shape products,Science and Engineering Research Board - CRGX - Core Research Grant,Sushanta Kumar Panigrahi
496,Patient derived xenografts for combinatorial therapy of PAK1 and TKI inhibitors as a preclinical platform for EGFR positive NSCLC patients.,Science and Engineering Research Board - TARE - TEACHERS ASSOCIATESHIP FOR RESEARCH EXCELLENCE,Suresh Kumar Rayala
497,Inferring the true nature of compact binary mergers in the fourth observing run (O4) of LIGO and Virgo detectors,Science and Engineering Research Board - CRGX - Core Research Grant,Chandra Kant Mishra
498,A study on Weyl-Kac Character formula of Borcherds-Kac-Moody Lie (super)algebras,Science and Engineering Research Board - SRGX | Start-Up Research Grant,G. Arunkumar
499,Study of Strategies for Liquid Injection into Supersonic Flow with Shocks and Expansions,Science and Engineering Research Board - CRGX - Core Research Grant,Muruganandam T M
500,Process development for enhanced carbon capture from flue gas using magnetic nanofluid,Science and Engineering Research Board - CRGX - Core Research Grant,Jitendra Sangwai
501,Characterization and Functional Studies on Human Odorant Binding Proteins (OBPs) for their Role in Bacterial Infections,Science and Engineering Research Board - CRGX - Core Research Grant,Vani Janakiraman
502,Exploring the Pathway of Protein Supramolecular Assembly through Machine Learning Aided Molecular Simulations,Science and Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Hamsa Priya Mohana Sundaram
503,Development of Mathematical Models for Enhanced EMG based Force Estimation in Dynamical Muscle Contractions,Science and Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Ramakrishnan S
504,A Novel Framework for High Volume Utilization of Biomass Ash in Structural Materials,Science and Engineering Research Board - CRGX - Core Research Grant,Piyush Chaunsali
505,"An acid Catalyzed Functionalization of Csp3─H bonds, Employing Vinylic carbocation Intermediate as the Tool: Rapid Approaches to Structurally Divergent Frameworks and Natural Products",Science and Engineering Research Board - CRGX - Core Research Grant,Beeraiah Baire
506,"Symbolic Powers, Containment Problem and the Resurgence",Science and Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Jayanthan A V
507,Developing a Sustainable Approach for the Dissolution and Extraction of Cobalt and Lithium from the Spent Li-ion Battery Cathode Materials using Deep Eutectic Solvents,Science and Engineering Research Board - CRGX - Core Research Grant,Ramesh Gardas
508,Synergistic N-Heterocyclic Carbene (NHC)/Metal Catalysis for Cycloaddition and Heteroarylation Reactions: Asymmetric Synthesis of Valuable Organic Molecules,Science and Engineering Research Board - CRGX - Core Research Grant,Dawande Sudam Ganpat
509,"Leveraging Metallacycles Through C-H, C-C, and C=C Activation: Applications in the Synthesis of High-value Organic Scaffolds and Natural Products",Science and Engineering Research Board - CRGX - Core Research Grant,Md Mahiuddin Baidya
510,Particular instabilities - A study on the transition to turbulence in shear flows of suspensions,Science and Engineering Research Board - CRGX - Core Research Grant,Anubhab Roy
511,Fundamental Limits of Noisy Quantum Information Systems,Science and Engineering Research Board - CRGX - Core Research Grant,Avhishek Chatterjee
512,Hybrid Methods for Prediction of Stock Returns and Prices,Science and Engineering Research Board - CRGX - Core Research Grant,Neelesh S Upadhye
513,Study of compaction mechanics of bituminous mixtures and applications in 3-D paving,Science and Engineering Research Board - CRGX - Core Research Grant,Atul Narayan S P
514,"49th Annual Conference of the IEEE Industrial Electronics Society (IES): IECON-2023, Singapore (12 October, 2023 to 15 October, 2023)",Science and Engineering Research Board - International Travel Support (ITS),Kamalesh Hatua
515,Development of Physics Informed Machine Learning Models for the Prediction of Fatigue in Calf Muscles,Science and Engineering Research Board - CRGX - Core Research Grant,Babji Srinivasan
516,"Relative equilibrium of point vortices: Theory, numerics and visualization",Science and Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Priyanka Shukla
517,A continuum model to study vascular adaptation in arteriovenous fistulae,Science and Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Parag Ravindran
518,Low order models for thermoacoustic instability predictions in Rayleigh Flows,Science and Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Aswathy Surendran
519,Measuring the Cosmological 21-cm Signal using the Square Kilometre Array,Science and Engineering Research Board - SRGX | Start-Up Research Grant,Samir Choudhuri
520,Integrated Photovoltaic-Thermoelectric Flexible Energy Harvesting Devices via Additive Manufacturing,Science and Engineering Research Board - SRGX | Start-Up Research Grant,Bhuvanesh Srinivasan
521,Electrochemical impedance sensing on a microfluidic chip for rapid antibiotic susceptibility testing,Science and Engineering Research Board - SRGX | Start-Up Research Grant,Richa Karmakar
522,"Elucidating the Role of Mineralogy, Aggregate-Mortar Bonding, and Comminution Mechanism on the Quality of Recycled Concrete Aggregates for Rigid Pavement Applications",Science and Engineering Research Board - Empowerment and Equity Opportunities for Excellence in Science,Surender Singh
523,Oscillating Buoy Integrated Into an Existing/New Breakwater for an Eco-Friendly Green Energy Port,Science and Engineering Research Board - SRGX | Start-Up Research Grant,Vijay K G
524,Delineating the role of FLT4 signalling in tumour angiogenesis and developing a transgenic platform for intussusceptive angiogenesis-specific drug screening,Science and Engineering Research Board - Others,Vimalraj S
525,Improving the Performance of Ballasts to Support High-speed Rail Tracks,Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Ramesh Kannan K
526,Low-Order Aerodynamic Modelling of Dynamic Stall Guided by Numerical and Experimental Studies,Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Bharath Govindarajan M
527,Open Source Tools for Injury Assessment in Road Traffic Safety,Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Saravana kumar G
528,Table-top Laser Plasma Accelerators for Medical and Industrial Imaging in Developing Economies,Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Sivarama Krishnan
529,EEG Signals and Cognition,Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Hema A Murthy
530,"Evolving A Himalayan Policy for India: Infrastructure, States, Communities, and Ecologies in the Eastern Himalayas",Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Sonika Gupta
531,Additive Manufacturing of Preceramic Molecular Precursors for the Fabrication of Complex Ceramic Components,Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Ravi Kumar N V
532,"Damage Tolerance Based Structural Optimisation - A New Paradigm for Design of Stronger, Stiffer and Safer Structures",Scheme for Promotion of Academic and Research Collaboration (SPARC) - Scheme for Promotion of Academic and Research Collaboration (SPARC),Raghu Prakash V
533,Development of an Optoporator Device for Cellular Therapy and Analysis,Biotechnology Industry Research Assistance Council - Others,Tuhin Subhra Santra
534,"Development of Advance Optical Communication Test bed, under the TTDF scheme of USOF/DoT",Department of Telecommunications - Telecom Technology Development Fund,Deepa Venkitesh
535,lnteratomic Coulombic Electron Capture in Quantum Aggregates,Indo French Centre for the Promotion of Advanced Research - Others,Sivarama Krishnan
536,Circumferential cell migration towards a neuropeptide gradient for healing critical-sized cranial defects,Indo German Science & Technology Centre - Others,Greeshma Thrivikraman
537,Development of Secure Post Quantum Public Key Infrastructure,Ministry of Electronics and Information Technology - R and D in IT/Electronics/CCBT -2354,Santanu Sarkar
538,Development of Indigenized Digital Dentistry Solution,Ministry of Electronics and Information Technology - R and D in IT/Electronics/CCBT -2354,Ganapathy Krishnamurthi
539,"Design & Development of 'DHWANI' - Advanced Indigenous Mixed Signal Bluetooth enabled Hearing Aids"" to be implemented jointly by C-DAC Thiruvananthapuram and IIT Madras",Ministry of Electronics and Information Technology - R and D in IT/Electronics/CCBT -2354,Nagendra Krishnapura
540,AI for CyberSecurity,Ministry of Electronics and Information Technology - R and D in IT/Electronics/CCBT -2354,Chester Rebeiro
541,Bharat DB,Ministry of Electronics and Information Technology - R and D in IT/Electronics/CCBT -2354,Kamakoti V
542,Elucidating the Interplay between Ligand-Binding and DNA-Recognition in the Transcription Regulator CytR,Science And Engineering Research Board - CRGX - Core Research Grant,Athi Narayanan N
543,Simulation and characterisation of novel perovskite/silicon tandem solar cells”,Science And Engineering Research Board - TARE - TEACHERS ASSOCIATESHIP FOR RESEARCH EXCELLENCE,Sudakar Chandran
544,Green Steelmaking by Hydrogen Assisted Reduction of Iron Oxide,Science And Engineering Research Board - CRGX - Core Research Grant,Ajay Kumar Shukla
545,Condition monitoring of power apparatus for smart grid,Science And Engineering Research Board - TARE - TEACHERS ASSOCIATESHIP FOR RESEARCH EXCELLENCE,Swarup K S
546,Ruthenium oxo complex Catalysed site selective non-directed C-H functionalization of hydrocarbons,Science And Engineering Research Board - TARE - TEACHERS ASSOCIATESHIP FOR RESEARCH EXCELLENCE,Jeganmohan M
547,Structure and Dynamics of Phase-Separation in Intrinsically Disordered Proteins: A Soft Matter Perspective,Science And Engineering Research Board - CRGX - Core Research Grant,Abhijit Deshpande P
548,Cross adaptation of Arabidopsis accessions naturalized to growing in heavy winds,Science And Engineering Research Board - Others,Baskar R
