SNo,Project Name,Scheme Name,PI Details
426,experimental investigations of transport and modal properties in non - Hermitian coupled photonic systems,"STARS, Ministry of Education, Indian Institute of Science",Prof. Anjani kumar Tiwari
427,optimization of bioproduct production from thermal conversion systems,"SERB, NEW DELHI",Prof. Vimal Kumar
428,Feasibility of using special engineering fluid for engine cooling at extreme weather conditions,"DRDO, Kanpur",Prof. Sudhakar Subudhi
429,Development of Protection and fault ride through capability of the electrical network integrated with wind forms,"Central Power Research Institute, Benaluru",Prof. Bhaveshkumar R. Bhalja
430,Virtual Cow care using cow infra-red imaging analytical (CIRAN) System,"Sree padmavati venkateswara foundation, vijayawada, Andhra Pradesh",Prof. Srinivas kiran Ambatipudi
431,Structure based discovery of antivirals against RNA viruses targeting host-virus protein - protein interactions (PPIs),"STARS, Ministry of Education, Indian Institute of Science",Prof. Pravindra Kumar
432,Research Project rural technology action group (RUTAG) 2.0,"Office of the Principal Scientific Adviser, Govt. of India",Prof. S.K. Singal
433,Transforming women's livelihood through revival of gharats/ watermills and associated applications in the hilly regions of uttarakhand,"ICSSR, New Delhi",Prof. Vinay Sharma
434,clean cooking fuel energy at the doorstep analyzing the socio economic impact of PM ujjwala yogana in hill and plain regions of uttarakhand,"ICSSR, New Delhi",Prof. Diptimayee Nayak
435,"National Network Project of Department of Biotechnology, Indian Institute of Technology Roorkee","DBT, New Delhi",Prof. Pravindra Kumar
436,Developing solution algorithms and optimality analysis for semi-infinite optimization problems having vanishing constraints,"DAE, Mumbai",Prof. Shiv Kumar Gupta
437,Development of scaling model for projectile target interaction,"DRDO - TBRL, Chandigarh",Prof. Mohd Ashraf Iqbal
438,CREMP development and validation of cyber resilient solutions for enhanced monitoring and control of power electronics dominated future power system,"DRDO-TBRL, Chandigarh",Prof. Abdul Saleem Mir
439,studying the impact of automation and digitalization for characterising and accessing the driver behavior in naturalistic driving environment using eye tracker,"CSIR, NEW DELHI",Prof. Amit Agarwal
440,breakup and fusion reaction dynamics of heavy projectile an alternative move to produce neutron dificient radiouclides for applications,"SERB, NEW DELHI",Prof. Moumita Maiti
441,"GOAL Gender oriented adaptive transformation cross learning for climate change and disaster risk resilience among india, nepal srilanka, and japan","Asia Pacific Network, Japan",Prof. Harshit Sosan Lakra
442,multiscale topology optimization driven additive manufacturing of hierarchical structures with tunable microstructures,"SERB, NEW DELHI",Prof. Tarun Gangwar
443,INSPIRE FACULTY FELLOWSHIP,"DST, NEW DELHI",Dr. Namrata Pant
444,Assessment and modeling of damage in fiber reinforced laminated composites for large deformation processes using multi continum theory and experiments,"SERB, NEW DELHI",Prof. Sandipan Paul
445,Integration of parabolic trough solar collectors with multi effect evaporation / IPH for reducing the dependency of energy intensive industries over fossils fuels,"Indian oil corporation limited (iocl) mumbai & Centre for high technology, noida",Prof. Gaurav Manik
446,"Artificial intelligence (AI) - powered android platform for monitoring crop health using satellite UAV, and phenocam data",IIT Kharagpur,Prof. Siddhartha Khare
447,Regime switching stochastic differential equations and their numerical studies,"DAE, Mumbai",Prof. Chaman Kumar
448,Development of low cost sensor based real time river flow monitoring system,Geospatial Information Science & Engineering HUB,Prof. Kasiviswanathan KS
449,Multi country electricity transition potential and challenges,"Environment Defense Fund, New York",Porf. Tarun Sharma
450,Dynamic stability analysis of caisson foundation in layered soils,"STARS, Ministry of Education, Indian Institute of Science",Prof. Kaustav Chatterjee
451,monitoring growth and predicting yield of millets in the hilly region of uttarakhand using UAV and satellite data,"SERB, NEW DELHI",Prof. Kritika Kothari
452,magneto hydrodynamics analysis of fluid flow and solidfication in continuous casting mold towards clean steel production,"CSIR, NEW DELHI",Prof. Pradeep kumar Jha
453,relay catalysis enantioselective conjugate addition of ortho-quinone methides to copper carbene induced zwitterionic intermediates towards to the synthesis of enantioenriched heterocyclic compounds,"CSIR, NEW DELHI",Prof. Yadagiri Dongari
454,Manufacturing of drop bomb shells using centrifugal casting process,"DRDO, New Delhi",Prof. Mohd Ashraf Iqbal
455,Towards Predictive modeling of indian summer monsoon considering arctic teleconnections using the complexity based approach,"MOE STARS MINISTRY OF EDUCATION, INDIAN INSTITUTE OF SCIENCE",Prof. Ankit Agarwal
456,Impact of Stress - corrosion on the fracture performance of passive energy dissipating systems used for seismic protection,"CSRI, NEW DELHI",Prof. Ashwin kumar PC
457,"Evaluation of sustainable additives from fine organics in hot melt adhesive pressure sensitive adhesive, 3D Printing, Phase change material, and non - halogenated flame retardant","Fine organic industries limited, fine house, anandji street off M.G. Road Mumbai",Prof. Sham Ravindranath
458,Development of Damage prediction based mechanistic empirical flexible pavement design guidelines for india,"Ministry of Road Transport and Highways, New Delhi",Prof. Nikhil Saboo
459,System Level simulation of cell free massive MIMO (CF-Mmimo) for use in 6G,"Mathworks India Private Limited, BANGALORE Karnataka",Prof. Abhay kumar Sah
460,Investigations on molecular characterization and enhancement of abiotic stree tolerance by HSFCI in both model and crop plants,"SERB, NEW DELHI",Prof. Harsh Chauhan
461,Comprehensive fault diagnosis and maintenance scheduler algorithm development for electric vehicles,"SERB, NEW DELHI",Prof. Jeevanand S.
462,Applications of Infrared Thermography as innovative non invasive technological solution in early mastitis detection,"ICAR - Central Institute for Research on Buffaloes, Hisar, Haryana,  National Livestoc Mission (NDM), DADH, Govt. of India",Prof. Srinivas kiran Ambatipudi
463,Establishment of DRDO Industry Academia - Centre of Excellence (DIA-COE) IIT Roorkee,"DRDO, New Delhi","Dr. Seema Vinayak , Director, DIA-COE"
464,An examination of the causes of stress amongst the employees of pride resort rudraprayag a pride group of hotels & its impact on their job performance,"Pride Resort Rudragprayag (A unit of Sachin International Hotel Rudraprayag, Uttarakhand)",Prof. Rajib Lochan Dhar
465,"Lime free conversion of green liquor soda pulping to Naoh without solid waste generation, reduced water consumption, minimize carbon footprint and partiallate emissions approaching zero liquid discharge (ZLD)","Bureau of Energy Efficiency, Ministry of Power",Prof. Sujay Chattopadhyay
466,Development of adaptive machine learning based approach for robust calibration of hydrological models,"STARS, Ministry of Education, Indian Institute of Science",Prof. Kasiviswanathan KS (co-pi)
467,Integrated Centre for adaptation to climate change disaster resilience and sustainability (ICARS),"DST, New Delhi",Prof. Ashish Pandey
468,Ride2safety : Identification & Quantification of Rash Riding among MTW Riders,"ihub , DATA iiit Hyderabad",Prof. Amit Agarwal
469,DBT-TWAS Fellowship Programme,"Regional Centre for biotechnology, department of biotechnology, govt. of india",MS. Laetitia Youmbi Meuyou Cameroon
470,Development of tunable lasers and portable atomic platforms for quantum information processing and sensors,"ihub quatum technology foundation , IISER PUNE",Prof. Ajay Wasan
471,Effect of self centering embedded damper infills in mitigating buildings under large ground motions,"DST, New Delhi",Prof. Pankaj Agarwal
472,Quantum Simulations of Atomic Nuclei,"SERB, NEW DELHI",Prof. Paramasivam Arumugam
473,Desgin of a family of chiral/archiral 3D printed dual negative metamaterial using deep learning assisted topology optimization,"CSIR, NEW DELHI",Prof. Rajib Chowdhury
474,Heterogenous Catalysis,"SRIC Fund, IIT Roorkee",Prof. Prakash Biswas
475,Opensta based reliable and robust framework for accurate timing sign off with and reduced design margins of digital integrated,Google Awards Payments,Prof. Anand Bulusu
476,Developing a phage based strategy against antimicrobial resistance (AMR) Bacteria using the ganga water,THDC INDIA LTD. (A JOINT VENTURE OF GOVT. OF INDIA & GOVT. OF U.P.,Prof. Shailly Tomar
477,Enzyme Engineering for development of bio-filters for plasticizers bioremediation in household water and STPs,THDC INDIA LTD. (A JOINT VENTURE OF GOVT. OF INDIA & GOVT. OF U.P.,Prof. Pravindra Kumar
478,Development and real time implementation of electro optical imaging algorithms on GPGPU based plat form,"DRDO, Dehradun",Prof. B.K. Kaushik
479,Development of homogenous base metal catalysts derived from bis (imino) Pyridine primer type ligands and their applications in organic transformations,"CSIR, NEW DELHI",Prof. Kaushik Ghosh
480,Designing and development of high strength and highly ductile metastable high entropy alloys using electronics parameters,"SERB, NEW DELHI",Prof. Rajeshwar Reddy Eleti
481,Implementation of japanese early warning criteria soil water indes SWI for debris flows and slope failures into territorials early warning systems in india for landslide disaster mitigation,"DST, New Delhi",Prof. Srikrishnan Siva Subramanian
482,Nanoscale metal organic frameworks MOFs coordination polymers for diagnostics and drug delivery in prostate cancers (LSRB-419),"DRDO, New Delhi",Prof. Udai P. Singh
483,Nanoscale metal orgnaic frameworks (MOFs)/Coordination polymers for biomedical imaging and drug delivery,"CSIR, NEW DELHI",Prof. Udai P. Singh
484,Development of Perovskite solar cells based smart E-Textiles,"National Techni cal Textile Mission (NTTM), New Delhi",Prof. Soumitra Satapathi
485,Fabrication of 2D Transition Metal Dichalcogenides based devices for optoelectronics applications,"DRDO, New Delhi",Prof. Vivek K. Malik
486,Carbon nanotube reinforced polythylene fiber and fabric for high strength application,"National Techni cal Textile Mission (NTTM), New Delhi",Prof. Debrupa Lahiri
487,Developing a roadmap to rejuvenate the handloom industry of trpura,"National Bank for agriculture & rural development, Mumbai",Prof. Bibhuti Ranjan Bhatacharya
488,development of millimeter wave test bench and instrumentation setup for measurement of electromagnetic elastic scattering with its application,"SERB, NEW DELHI",Prof. Utpal Dey
489,similarity solutions of shock wave in chaplying gas and invariant solutions of some non-linear evolution equation,"CSIR, NEW DELHI",Prof. Rajan Arora
490,Designing stream ciphers in the post quantum era,"DRDO -CAIR, Bangalor",Prof. Sugata Gangopadhyay
491,Fluid flow and heart transfer investigation of multi jet impingement under different conditions of cross flow with upstream and downstream,"SERB, NEW DELHI",Prof. Alankrita Singh
492,Collaborative Research Scheme (CRS) project of UGC-DAE CSR,"UGC-DAE, New Delhi",Prof. Vivek K. Malik
493,Design and Development of low cost framework based wearable device for gait analysis in children and cerebral palsy,"IHUB Divyasampark, IIT Roorkee",Prof. Pyari Mohan Pradhan
494,Measurement of Rotational seismic ground motion in garhwal himalayas,THDC INDIA LTD. (A JOINT VENTURE OF GOVT. OF INDIA & GOVT. OF U.P.,Prof. Varun kumar Singla
495,New concepts in the design and development of catalytic solutions for sustainable chemical transformation,"SERB, NEW DELHI",Prof. Sayanti Chatterjee
496,Analytical and Numerical study of nanofluid flow over a stretchinng sheet in a porous medium,"DAE, Mumbai",Prof. Rajan Arora
497,GP-GPU based hardware implementation for identification and classification of infrared image,"DRDO, Dehradun",Prof. Pravendra Singh
498,Design and demonstration of electrochemical molten salt based process for green ammonia synthesis,THDC INDIA LTD. (A JOINT VENTURE OF GOVT. OF INDIA & GOVT. OF U.P.,Prof. Deepak Ojha
499,Carbon dioxide conversion to value added products using a photo electrochemical cell,THDC INDIA LTD. (A JOINT VENTURE OF GOVT. OF INDIA & GOVT. OF U.P.,Prof. Ashish Yadav
500,Co-production of green hydrogen and biochar from bio-mass,THDC INDIA LTD. (A JOINT VENTURE OF GOVT. OF INDIA & GOVT. OF U.P.,Prof. Sushil Kumar
501,Research studies on smart city projects,"Davanagere smart city ltd., karnataka",Prof. Arindam Biswas
502,Bus schedule optimisation and optimal e-bus schedule for BMTC,"Deutsche geselschaft fur internationale zusammenabeit (GIZ), GMBH, bangaluru",Prof. Hemant Kumar Suman
503,Beta lactamase attached protein detection by designing BODIPY Conjugated compound,"DAE, Mumbai",Prof. Saugata Hazra
504,Design and Development of ROM based low power AI inference chip,IHUB DIVYSAMPARK,Prof. Anand Bulusu
505,Body movement-based energy harvester for healthcare application,IHUB DIVYASAMPARK,Prof. Indranil Lahiri
506,Artifical Cytoskeleton via enzymatic self assembly in a crowded polymeric network and in DNA condensates,"Royal Society of Chemistry, United Kingdom",Prof. Avik Bhattacharya
507,Second green revolution organic farming and issues of empowerment a study of women and small holder farmers in odisha,"ICSSR, New Delhi",Prof. Lalatendu Keshari Das
508,detection early warning and deterrance of wildlife species involved in human wildlife conflict,IHUB DIVYASAMPARK,Prof. Vinod Pankajasshan
509,Machine learning model of specificity anchors and clustered binding sites to unravel DNA binding of proteins and drug,"SERB, NEW DELHI",Prof. Devesh Bhimsaria
510,A fault tolerant converter interface for enhanced interia supported hybrid RES integration to a weak grid validation in an emulated environment,"SERB, NEW DELHI",Prof. Anubrata Dey
511,In band full duplex IFBD antennas for V2X communications,"SERB, NEW DELHI",Prof. Akhilesh Mohan
512,Scalable one pot synthesis of polymeric arc shaped micro robots and investigations into control of their swarm behavior drug loading capability and biodegradability,"SERB, NEW DELHI",Prof. Udit Choudhary
513,conversion of coal tar pitch and natural fibre (lignocellulosic biomass) to carbon fibre,"National Techni cal Textile Mission (NTTM), New Delhi",Prof. Shushil Kumar
514,Compressed sensing based ultra high resolution automotive fmcw radars,"SERB, NEW DELHI",Prof. Saurabh Khanna
515,Molecular investigations on microplastic/nanoplastic degradation mechanism by microalgae,"DBT, New Delhi",Prof. Maruthi Krishna Mohan Poluri
516,Adaptation of indigenous and local knowledge systems and jintech solutions for comprehensive tribal development in chattisgarh state,"IIT BHILAI INNOVATION AND TECHNOLOGY FOUNDATION (IBITF), RAIPUR CHHATISGARH",Prof. Harshit Sosan Lakra
517,Supporting socially and environmentally sustainable sugarcane expansion academia industry collaboration to evaluate alternate production technologies and management strategies,British Council under the scheme going global partnership grant 2023-24,Prof. Vimal Chandra Srivastava
518,Assessment and improvement of road safety in school zones,"3M INDIA LIMITED, BANGALORE",Prof. Indrajit Ghosh
519,India -EU Collaboration projects in energy program coordination and facilitation,DST NEW DELHI,Prof. Rajasekar Elangovan
520,Development of thermal and air stable emmissive radicals for bio imaging applications,"SERB, NEW DELHI",Prof. Kalyan k. Sadhu
521,development of low cost portable wearable full upper body EIT system for pulmonary function testing,"ICMR, New Delhi",Prof. Mayank Goswami
522,soft robotics based biosensor for the detection of muscle stiffness in stroke patients,"DST, NEW delhi",Prof. Kaushik Parida
523,Development of guidelines for instrumentation & real time monitoring of hill slopes,"Ministry of Road Transport and Highways, New Delhi",Prof. Narendra Samadhiya
524,Structural insight into the molecular mechanism of enzymes involved in biodegradation of microplastics,"DBT, New Delhi",Prof. Pravindra Kumar
525,Hybrid separation process for valuable recovery and water reuse for process industries by adopting water and energy pinch hysepwater,DST NEW DELHI,Prof. Vimal Kumar
526,Fire Performance of Stainless Steel,"SM India Welds Consultancy Pvt. Ltd, Janakpuri , New Delhi",Prof. Umesh kumar Sharma
527,Development of Infrastructure in laboratories of IIT Roorkee to access safe drinking water & focusing on sustainable environment protection through latest innovations in advanced technologies,"PTC India Limited, New Delhi",Prof. Basant Yadav
528,Non Boussinesq convective turbulence in slender cells,"SERB, NEW DELHI",Prof. Ambrish Pandey
529,High Temperature performance evaluation of fire resistant structural steel tube,"Tata Steel Jamshedpur, Jharkhand",Prof. Umesh kumar Sharma
530,Idendtification of proteins in honey as analytes for establishment of a proof of concept towards the development of a honey quality analysis prototype,National Beekeeping and honey mission national bee board,Prof. Partha Roy
531,Development of a web based glof information sytem an integrated approach for quantifying flood hazards over safed lake uttarakhand,ISRO BENGALURU,Prof. Mohit Prakash Mohanty
532,Experimental and theoretical study of yield surface stretch formability and edge stretching capability of aluminimum lithium alloy AA 2195 alloy,ISRO BENGALURU,Prof. Sumeet Mishra
533,Development of foret phenology model using near surface phenocam and uav and satellite remote sensing data in western himalayan region,ISRO BENGALURU,Prof. Siddhartha Khare
534,Designing of ridge and gap waveguide based millimeter wave slotted antenna array,ISRO BENGALURU,Prof. Utpal Dey
535,Optimizing the mechanical propertie of 0.0 crmov steel flow formed shell through texture and microstructure,ISRO BENGALURU,Prof. K.S. Suresh
536,development of a design through analysis isogeometric module in FEAST Towards structrual analysis and optimization,ISRO BENGALURU,Prof. Rajib Chowdhury
537,Modulation signaling based continuou variable quantum key distribution for optical wireless communication systems,"SERB, NEW DELHI",Prof. Anshul Jaiwal
538,Machine Learning augmented compact modeling of a cryogenic nanosheet FET for implementing an analog front end readout circuitry,"SERB, NEW DELHI",Prof. Sudeb Dasgupta
539,Testing of stainless steel grades for structural application,"SM India Welds Consultancy Pvt. Ltd, Janakpuri , New Delhi",Prof. P.C. Ashwin Kumar
540,Novel spin orbit material and emergent phenomena for next generation spin current driven nanodevices,"SERB, NEW DELHI",Prof Himanshu Fulara
541,GMR study of badrinath using surface magnetic resonance,"Kedarnath utthan charitable trust, uttarakhand tourism development board",Prof. Pramod Kumar Sharma
542,Multi Qos parameters optimized electric vehicles mobility management at charging stations,Semiconductor research corporation united states,Prof. Neetesh kumar
543,Development of hybrid si-sic converter for charging application,"DST, New Delhi",Prof. Siba kumar Patro
544,Fracture fatigue behavior of GFRP laminated composites under hygroscopic environment,SPARC - MHRD,Prof. Bhanu kumar Mishra
545,Development of malaria prediction tool through integrated spatio temporal modeling for andhra pradesh,"SERB, NEW DELHI",Prof. Roopam Shukla
546,extraction of nanomaterial from agricultural waste residue and its application in the construction industry,"DST, New Delhi",Prof. Pradeep kumar Maji
547,"synthesis of a high pedormance hybrid  nanocomposite a nti-corrosive coating""","DST, New Delhi",Prof. Pradeep kumar Maji
548,Molecular studies of pharmacologically active antiviral molecules in gau mutra distillate and dung extract against chikungunya and dengue,"DBT, New Delhi",Prof. Shailly Tomar
549,Optimization studies for hydropower stations in cascade for river jhelum in J&k,"STARS, Ministry of Education, Indian Institute of Science",Prof. Himanshu Jain
550,Design and development of thermally efficient walling unit,"STARS, Ministry of Education, Indian Institute of Science",Prof. Avlokita Agarwal
551,Advanced CFD modelling of gas phase dynamics and mass transport in a iiquid phase slurry bubble column equipped with internal heating system involved in methanol/DME synthesis using biomass derived syngas,Semiconductor research corporation united states,Prof. Vimal Kumar
552,Computer vision for automated road infrastructure assessment enhancing safety and informed decision making in transportation,"DRDO, Chandigarh",Prof. Indrajit Ghosh
553,Finite approximate controllability of an impulsive functional evolution equation,"STARS, Ministry of Education, Indian Institute of Science",Prof. Jaydev Dabas
554,"Ultrasonication Irrradiation assisted controlled synthesis of nano sized Limpo4 (M=fe,Co,Mn and Ni) for high rate Lithium-ion battery","STARS, Ministry of Education, Indian Institute of Science",Prof. Vimal Kumar
555,Effect of grain size and film thickness on plastic deformation mechanisms in passivated and unpassivated cu thin films,"STARS, Ministry of Education, Indian Institute of Science",Prof. Piyush Vijay Jagtap
556,Investigation of topological phases in strongly correlated superconductors,"STARS, Ministry of Education, Indian Institute of Science",Prof. Narayan Mohanta
557,Diagnostics for hypervirulent websiella pheumoniae causing sepsis targeting resistance and virulence determinants (DHRUV),"SERB, NEW DELHI",Prof. Saugata Hazra
558,Nonlinear stability of sliding a machine learning and mathematical modelling based analysis of interfacial slip stability,"DBT, New Delhi",Prof. Sohom Ray
559,a comprehensive assessment of life cycle emissions of different vehicle technologies future implication for india,ICCT India Clean Transportation research Pvt. Ltd,Prof. Hemant Kumar Suman
560,Holographic studies of non relativistic quantum dynamics in and out of equilibrium,"SERB, NEW DELHI",Prof. Dibakar Roy Chowdhury
561,Generalization of stochastic taylor expansion and applications,"SERB, NEW DELHI",Prof. Chaman Kumar
562,Development of physics based debris flow dynamic model,"DRDO, Chandigarh",Prof. Ritesh Kumar
563,3D Global stability of startified ttwo phase flow in deformable rectangular ducts,"SERB, NEW DELHI",Prof. Gaurav
564,a Systematic design of robust memory cell using ferroelectric FET (FeFET) for AI hardware accelerator,"SERB, NEW DELHI",Prof. Anand Bulusu
565,Development of optically transparent mechanically durable and hydrophobic coating for underwater applications,"DRDO, Delhi",Prof. Ramesh Chandra
566,Construction of therapeutic cells with synthetic circuits targeting relapse in B-cell acute lymphoblastic leukemia (B-ALL),"Indian Council of Medical Research, Delhi",Prof. Rajesh Kumar
567,Dimension subgroups and the unit group of an integral group ring,"SERB, NEW DELHI",Prof. Sugandha Maheshwary
568,Machine learning framework for the development of an interactive pedestrian safety,"SERB, NEW DELHI",Prof. Indrajit Ghosh
569,Karush kuhn trucker optimality conditions and duality for semi infinite programming problems,"SERB, NEW DELHI",Prof. Shiv Kumar Gupta
570,Fate and transport of emerging contaminants from NCR surface waters into the subsurface : field laboratory and modelling studies,"SERB, NEW DELHI",Prof. Bhanu Prakhash Vellanki
571,Cyber resilient framework for grid edge connected distributed energy resouces,"SERB, NEW DELHI",Prof. Manoj Tripathy
572,From Cradle to commercialization scaling up and validation of AgWACH in construction Industry,NBCC NEW DELHI,Prof. Sonalisa Ray
573,the development of a handheld sensor technology for mondestructive quality prediction of two ecnonomically important medicinal plants and the improvement of their quality,"NASF, New Delhi",Prof. Debabrata Sircar
574,Evaluating the feasibility of sustainable landfill cover materials derived from industrial by products and recycled waste laboratory and field tests for slope stability and long term performance,"SERB, NEW DELHI",Prof. Anumita Mishra
575,ULTRARAM Device and Array level modelling,"Quinas Technology Limited, London",Prof. Avirup Dasgupta
576,Enhancing Constructability by the use of embedded steel trusses in reinforced concrete beams,NBCC NEW DELHI,Prof. Bhupinder Singh
577,"""Creating Innovative Structura! systems for housing using straw and stubble""",NBCC NEW DELHI,Prof. Sanjay Chikermane
578,Development of multistage targeted organic inorganic nanoparticles for cancer theranostics,"SERB, NEW DELHI",Prof. Kaushik Pal
579,Structure function relationship stuides on farnesol dehydrogenase from helicoverpa armigera hubner for developing novel insect growth regulatory molecules,"SERB, NEW DELHI",Prof. Ashwani kumar Sharma
580,Revolutionizing the indian roads through development of green and sustainable bio bitumen systems,"Ministry of Road transport of highway, New Delhi",Prof. Nikhil Saboo
581,Improved parameterization of boundary layer processes in the weather and climate models over indian himalayan region,"SERB, NEW DELHI",Prof. Piyush Srivastava
582,Optimizing the routine pattern of fire detectors in aero engine,"DRDO , Delhi",Prof. Kirti Bhushan Mishra
583,Wireless real time passenger counting system,IITI DRISHTI CPS Foundation under the NM-ICPS Scheme,Prof. Amit Agarwal
584,Physics based dynamic response of urban layer and fire field ground motion synthetics for earthquake risk mitigation,"MOE STARS MINISTRY OF EDUCATION, INDIAN INSTITUTE OF SCIENCE",Prof. J.P. Narayan
585,SIG Combibloc inida private limited,SIG Combibloc India Pvt. LTD. Gurugram,Prof. Dharmansh
586,Investigations on mid infra red phase change material enabled thermo optic ultra small photonic switches IMPETUS,"SERB, NEW DELHI",Prof. Rajesh Kumar
587,Mechanistic understanding of spreading and splashing dynamics of blood simulant droplets for forensic applications,"SERB, NEW DELHI",Prof. Gaurav
588,Development and validation of AI driven heart failure management system dhadkan smartphone app,"ICMR, New Delhi",Prof. Deepak Sharma
589,Predictive modeling of mesospheric and thermospheric radiative cooling by co2 and no: a machine learning approach to understand the subtle connections of sun earth energetics,"SERB, NEW DELHI",Pof. M V Sunil Krishna
590,Mechanical characterization of shallow landslides and development of early warning system using the large scale direct shear test,"SERB, NEW DELHI",Prof. Aditya Singh
591,Trash is cash : Building resilient rural communities through localized production of critical commodities,"University of british columbia (ubc), Canada",Prof. Manish Kumar singh
592,Development of immersed boundary solver for hypersonic flow with ablating surfaces,"SERB, NEW DELHI",Prof. Ankit Bansal
593,Design and Implementation of a novel compact active reconfigurable intelligent surface for 6g wireless applications,"SERB, NEW DELHI",Dr. Mohammad Abdul Shukoor (SERB-NPDF)
594,Development of stealth materials for broadband : efficient application of advanced electromagnetic technique with AI,"DRDO , New Delhi",Prof. Dharmendr Singh
595,Industry accelerators on AARTI automotive and allied research and technology innovations),Ministry of Heavy Industries New Delhi,Prof. Akhshay Dvivedi
596,Centre of excellence on AARTI (Automotive and Allied research and technology Innovations),Ministry of Heavy Industries New Delhi,Prof. Akshay Dvivedi
597,Clean hydrogen (Zero Co2) production using methane pyrolsis in the molten salt reactor,"SERB, NEW DELHI",Prof. Deepak Kumar Ojha
598,Pilot Scale advanced teritary treatment for removal of emerging contaminants,NBCC NEW DELHI,Prof. Bhanu Prakhash Vellanki
599,Co2 utilization for the synthesis of valuable multifunctional compounds,"Centre of research & excellence for advanced technology in education, IIT Guwahati, Assam",Prof. Soumitra Satapathi
600,Theory and application of the transport properties of driven non hermitian topological systems,"DST, New Delhi",Prof. Debashree Chowdhury
601,SERB NPDF,"SERB, NEW DELHI",Dr. Ishant Chauhan
602,Development of a performance reinforced polymeric compostie material and its characterization,Vanson Engg. Pvt. Ltd. Mumbai,Prof. Gaurav Manik
603,Microstructure evolution during sensitization and localized corrosion in welded AI5059 alloy,"SERB, NEW DELHI",Prof. Gajanan P. Chaudhari
604,Saar Smart cities & academia towards action & research,"Ministry of Housing & unban affair (Smart cities Misssion), New Delhi",Prof. Arindam Biswas
605,SAAR Research based impact assessment of Smart Cities mission theme 33 what has been the impact of bio methenation projects,"Ministry of Housing & unban affair (Smart cities Misssion), New Delhi",Prof. Vimal Chandra Srivastava
606,SERB NPDF,"SERB , New Delhi",Prof. Singh Rupal Hukampal
607,Sustainability and social welfare of national logistic policy using survey data,"ICSSR , New Delhi",Prof. Manu kumar Gupta
608,the einstein viscosity of a suspension of active colloids,"SERB , New Delhi",Prof. Saikat Saha
609,Reinforced concrete (RC) column and steel (S) Beam technique for faster and relatively sustainable construction,NBCC INDIA LTD NEW DELHI,Prof. P.C. Ashwin Kumar
610,Design of Handheld ECG Monitor for early Detection of Cardio-Vascular Diseases,BITS BioCYTiH Foundation,Prof. Bishnu Prasad Das
611,Development of Drone innovation tools for sustainable management,"M/S American Express, New Delhi",Prof. R. D. Garg
612,Luminous SIS : ILLuminating solar inverters sustainably,"Luminou Power technologies PVT Ltd, Mayapuri , New Delhi",Prof. Avik Bhattacharya
613,AI for restless bandits and it applications,DST (INDO FRENCH) CEFIPRA,Prof. Manu kumar Gupta
614,Enhancing the speed and security of SHA3 (Secure hash algorithm-3) using ine memory computation,"Data Security Council of India (DSCI), Noida, U.P.",Prof. Bishnu Prasad Das
615,Reviving memories through cuisine : tracing cultural consciousness and social idenity of kashmiri pandits,"ICSSR , New Delhi",Prof. Nagendra kumar
616,Steel brace to reinforced concrete connection scheme for global retrofitting of seismically deficient strucuture,NBCC INDIA LTD NEW DELHI,Prof. P.C. Ashwin Kumar
617,Paving the way forward for PSP,"International Sustainable Energy Foundation, Austin, Texas",Prof. Arun Kumar
618,Set up the Centre for Advanced Ropeway Technology (CART),MOU B/W IIT Roorkee and  National Highways Logistics Management Limited (100% owned Compancy of NHAI),Prof. S.P. Harsha
619,NATIONAL POST DOCTORAL FELLOWSHIP (NPDF),"SERB , New Delhi",Dr. Poonam Rani (NPDF)
620,Recycling of end of life photovoltaic panels for recovery of metallic values,"Central power research institute, Bangalore",Prof. Nikhil Dhawan
621,"Solutions for HV AC energy optimization, recovery & generation through waste",NBCC INDIA LTD NEW DELHI,Prof. Thanga Raj Chelliah
622,Exploring the dynamics of poverty & inequality in the globalized world empirical evidence from emerging economics,"ICSSR , New Delhi",Prof. Rakesh Pradhan
623,Development of perovskite silicon multi junction solar cells,"GAIL INDIA LIMITED (U.P.), UTTAR PARDESH",Prof. Soumitra Satapathi
624,Smart Autonomou Weed Detector and removal,"IIT Kharagpur AI4ICPS IHUB Foundation, Kharagpur",Prof. Neetesh Kumar (CO-PI)
625,Meity Visvesvaraya PhD Scheme for electronics and IT Phase-II,MEITY Under DBT/PFMS,Prof. Sandeep kumar
626,Development of Innovative sewage treatment technology with minimum energy requirement,"M/S THDC India Ltd, Rishikesh, Uttarakhand","Dr. Vinay kumar Tyagi (Scientist D), NIH is (PI)"
627,Modelling Micro plastic movement through soil matrix a step towards plastic waste management,"M/S THDC India Ltd, Rishikesh, Uttarakhand","Dr. Anjali Bhagwat (Scientist C), NIH is (PI)  Prof. C.S.P. Ojha (PI), IIT Roorkee"
628,Innovative approach towards enhancement of bio-hydrogen & bi-methaneition in two stage anerobic co-digestion of municipal solid waste (MSW) and sewage study of hydro-thermal pre-treatment,"M/S THDC India Ltd, Rishikesh, Uttarakhand","Dr. Vinay kumar Tyagi (Scientist D), NIH is (PI)  Prof. C.S.P. Ojha (PI), IIT Roorkee"
629,"Development of Solar Drier for Herbs like leaves, furits, vegetables etc.","Indian Herbs Specialities Private Limited, Saharanpur, Uttar Pardesh",Prof. Dharmansh
630,Teachers Associateship for research excellence (TARE),"SERB, DST, New Delhi",Prof. Indravir Singh
